code,underlying,trading_date,datetime,pre_close,open,high,low,close,limit_up,limit_down,volume,turnover,pct,adj,vwap,mv_A_free_float,not_abnormal,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,sma_5,sma_7,ema_7,ewma_volatility_8,open_pct,lowest_30,close_sma7_pct,volume_ratio_5,body_ratio,upper_shadow_ratio,lower_shadow_ratio,candle_direction,prev_limit_status,prev_sma_7,prev_ema_7,pre_volume_ratio_5,pre_pct,pre_vwap,pre_ewma_volatility_8,pre_close_sma7_pct,pre_body_ratio,pre_upper_shadow_ratio,pre_lower_shadow_ratio,pre_candle_direction,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,trading_date_right
SZSE.000928,stock,2021/5/13,2021-05-13T16:00:00.000+0800,12.55,11.94,12.31,11.56,11.81,13.81,11.3,85162624,1012877120,-5.9,2.194690704,11.89,6737693693,1,FALSE,FALSE,TRUE,断板,断板,断板,8天3板,12.31,11.92857143,11.70505175,5.729795979,-4.860557769,5.86,-0.994011976,0.720284017,0.173333333,0.493333333,0.333333333,-1,断板,11.64,11.67006901,0.81226124,0.8,12.47,1.348838774,7.817869416,0.294117647,0.447058824,0.258823529,1,SZSE.000928,2021/5/13 9:30,11.94,2021/5/14 11:28,11.95,0.023719852,1.49,2021/5/13
SZSE.000975,stock,2021/5/13,2021-05-13T16:00:00.000+0800,10.64,10.2,10.64,10.14,10.25,11.7,9.58,72847200,752427520,-3.67,7.975776672,10.33,15477541800,1,FALSE,FALSE,TRUE,断板,断板,断板,2天1板,10.2,9.757142857,9.964749829,3.58333228,-4.135338346,8.43,5.05124451,0.756224859,0.1,0.78,0.12,1,断板,9.587142857,9.869666439,0.793461847,1.62,10.43,1.729663876,10.9819699,0.395348837,0,0.604651163,1,SZSE.000975,2021/5/13 9:30,10.2,2021/5/14 11:28,10.22,0.135978814,1.49,2021/5/13
SZSE.000983,stock,2021/5/13,2021-05-13T16:00:00.000+0800,7.78,7.44,7.47,7,7,8.56,7,240076720,1722876800,-10.03,8.664974213,7.18,12454688778,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,7.31,6.894285714,6.967393244,9.73147963,-4.370179949,4.78,1.533360961,0.952035124,0.936170213,0.063829787,0,-1,断板,6.73,6.956524325,0.992504446,0.78,7.61,1.510241595,15.60178306,0.70212766,0.14893617,0.14893617,1,SZSE.000983,2021/5/13 9:30,7.44,2021/5/14 11:28,6.85,-7.985332895,1.49,2021/5/13
SZSE.002104,stock,2021/5/13,2021-05-13T16:00:00.000+0800,7.07,6.85,7.09,6.71,6.72,7.78,6.36,54876360,377253856,-4.95,6.53724575,6.87,3710350170,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,6.734,6.421428571,6.559648473,4.846355823,-3.111739745,5.6,4.649610679,0.849565003,0.342105263,0.631578947,0.026315789,-1,断板,6.298571429,6.506197963,1.354554471,2.76,7.03,2.753224666,12.24767521,0.243902439,0.37804878,0.37804878,1,SZSE.002104,2021/5/13 9:30,6.85,2021/5/14 11:28,6.7,-2.248449553,1.49,2021/5/13
SZSE.002162,stock,2021/5/13,2021-05-13T16:00:00.000+0800,8.47,8.22,8.77,7.85,8.13,9.32,7.62,130156280,1079071104,-4.01,2.205581665,8.29,3187287980,1,FALSE,FALSE,TRUE,断板,断板,断板,6天3板,8.046,7.64,7.747188048,3.958479303,-2.951593861,4.11,6.413612565,0.859357839,0.097826087,0.597826087,0.304347826,-1,断板,7.417142857,7.619584065,1.086240079,3.04,8.44,3.039365035,14.19491525,0.282352941,0.364705882,0.352941176,1,SZSE.002162,2021/5/13 9:30,8.22,2021/5/14 11:28,7.86,-4.4369171,1.49,2021/5/13
SHSE.600744,stock,2021/5/14,2021-05-14T16:00:00.000+0800,6.48,6.28,6.75,6.2,6.21,7.13,5.83,202414896,1300775680,-4.17,4.026995659,6.43,3909642586,1,FALSE,FALSE,TRUE,断板,断板,断板,4天3板,6.29,6.001428571,6.039040421,4.087733207,-3.086419753,4.61,3.475363009,0.872912433,0.127272727,0.854545455,0.018181818,-1,断板,5.787142857,5.982053895,1.101484254,2.37,6.49,2.46304949,11.97235251,0.40625,0.46875,0.125,1,SHSE.600744,2021/5/14 9:30,6.28,2021/5/17 11:28,6.27,-0.219122161,1.49,2021/5/14
SZSE.000615,stock,2021/5/14,2021-05-14T16:00:00.000+0800,26.82,26.04,26.27,24.14,24.89,29.5,24.14,101352200,2517393664,-7.2,9.084980965,24.84,11070308449,1,FALSE,FALSE,TRUE,断板,断板,断板,12天6板,24.25,23.00428571,23.25018066,7.172130997,-2.908277405,10.63,8.19723033,1.038370999,0.539906103,0.107981221,0.352112676,-1,炸板,22.44571429,22.70357422,1.110306392,6.47,26.39,6.720445229,19.48828921,0.2,0.338461538,0.461538462,1,SZSE.000615,2021/5/14 9:30,26.04,2021/5/17 11:28,24.5,-5.970413177,1.49,2021/5/14
SZSE.000893,stock,2021/5/14,2021-05-14T16:00:00.000+0800,15.5,15.01,15.63,14.58,15.54,17.05,13.95,28796636,436209696,0.26,2.043193817,15.15,3668122921,1,FALSE,FALSE,TRUE,断板,断板,断板,5天3板,14.536,13.93,14.16699974,0.781840436,-3.161290323,10.5,11.55778894,0.966207683,0.504761905,0.085714286,0.40952381,1,断板,13.32142857,13.70933298,1.235813952,1.84,15.39,3.021397212,16.3538874,0.055865922,0.547486034,0.396648045,1,SZSE.000893,2021/5/14 9:30,15.01,2021/5/17 11:28,15.08,0.406094028,1.49,2021/5/14
SZSE.000615,stock,2021/5/17,2021-05-17T16:00:00.000+0800,24.89,24.05,25.09,23.08,24.56,27.38,22.4,72861296,1768497152,-1.33,9.084980965,24.27,10923534573,1,FALSE,FALSE,TRUE,断板,断板,断板,12天6板,24.872,23.61571429,23.5776355,2.179250739,-3.374849337,10.63,3.998548182,0.78423393,0.253731343,0.263681592,0.482587065,1,断板,23.00428571,23.25018066,1.038370999,-7.2,24.84,7.172130997,8.19723033,0.539906103,0.107981221,0.352112676,-1,SZSE.000615,2021/5/17 9:30,24.05,2021/5/18 11:28,24.46,1.643777137,1.49,2021/5/17
SZSE.000718,stock,2021/5/17,2021-05-17T16:00:00.000+0800,7.47,7.28,7.98,7.1,7.91,8.22,6.72,274694880,2076202880,5.89,8.055568695,7.56,7485244129,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,7.06,6.842857143,7.040436778,5.775082339,-2.543507363,3.93,15.59498956,1.347273741,0.715909091,0.079545455,0.204545455,1,炸板,6.712857143,6.75058237,1.781648984,2.61,7.68,3.514261468,11.27899553,0.029850746,0.805970149,0.164179104,1,SZSE.000718,2021/5/17 9:30,7.28,2021/5/18 11:28,7.47,2.54834264,1.49,2021/5/17
SZSE.002269,stock,2021/5/17,2021-05-17T16:00:00.000+0800,2.87,2.78,2.92,2.62,2.83,3.16,2.58,140839296,390343616,-1.39,4.488063335,2.77,3645842704,1,FALSE,FALSE,TRUE,断板,断板,断板,9天5板,2.946,2.884285714,2.893097392,1.503487825,-3.135888502,2.11,-1.882119861,0.631755131,0.166666667,0.3,0.533333333,1,断板,2.878571429,2.914129856,0.663848201,-1.71,2.89,2.721217985,-0.297766749,0.3125,0.4375,0.25,-1,SZSE.002269,2021/5/17 9:30,2.78,2021/5/18 11:28,2.75,-1.138471408,1.49,2021/5/17
SHSE.600227,stock,2021/5/18,2021-05-18T16:00:00.000+0800,3.87,3.68,3.77,3.48,3.63,4.26,3.48,126012560,455843616,-6.2,5.754664898,3.62,3582126235,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,3.852,3.661428571,3.656777068,6.490920732,-4.909560724,2.68,-0.858369099,1.132907086,0.172413793,0.310344828,0.517241379,-1,断板,3.578571429,3.665702757,1.423629271,-10,3.94,9.998709879,8.143712575,1,0,0,-1,SHSE.600227,2021/5/18 9:30,3.68,2021/5/19 11:28,3.62,-1.689438821,1.49,2021/5/18
SZSE.000625,stock,2021/5/18,2021-05-18T16:00:00.000+0800,23.77,23.01,23.67,22.64,23.47,26.15,21.39,253168432,5836754432,-1.26,7.793879032,23.05,54024139362,1,FALSE,FALSE,TRUE,断板,断板,断板,5天3板,22.524,21.5,21.65656484,1.564209705,-3.197307531,14.16,9.162790698,0.782315542,0.446601942,0.194174757,0.359223301,1,断板,20.53428571,21.05208645,1.062052192,3.3,23.44,3.988332986,15.75761792,0.466257669,0.233128834,0.300613497,1,SZSE.000625,2021/5/18 9:30,23.01,2021/5/19 11:28,24.57,6.715612435,1.49,2021/5/18
SZSE.000718,stock,2021/5/18,2021-05-18T16:00:00.000+0800,7.91,7.64,7.85,7.31,7.69,8.7,7.12,200957568,1520197760,-2.78,8.055568695,7.56,7277057820,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,7.394,7.041428571,7.202827583,3.04397611,-3.413400759,3.96,9.210793264,1.003586844,0.092592593,0.296296296,0.611111111,1,断板,6.842857143,7.040436778,1.347273741,5.89,7.56,5.775082339,15.59498956,0.715909091,0.079545455,0.204545455,1,SZSE.000718,2021/5/18 9:30,7.64,2021/5/20 11:28,7.89,3.210306542,2.49,2021/5/18
SZSE.002426,stock,2021/5/18,2021-05-18T16:00:00.000+0800,2.7,2.62,2.97,2.56,2.97,2.97,2.43,238471344,678510080,10,5.273509979,2.85,7836595760,1,TRUE,FALSE,FALSE,,涨停,7天5板,4天4板,2.902,2.762857143,2.746582908,9.98372956,-2.962962963,2.01,7.497414685,0.829482514,0.853658537,0,0.146341463,1,断板,2.637142857,2.672110544,1.144966806,-10,2.78,9.725272856,2.383531961,0.8,0.2,0,-1,SZSE.002426,2021/5/18 9:30,2.62,2021/5/19 11:28,2.99,14.05368466,1.49,2021/5/18
SHSE.600155,stock,2021/5/19,2021-05-19T16:00:00.000+0800,11.34,11,11.71,11,11.17,12.47,10.21,70093440,790838464,-1.5,2.832214117,11.28,11662944164,1,FALSE,FALSE,TRUE,断板,断板,断板,5天3板,10.958,10.59428571,10.71661524,1.824759879,-2.998236332,8.55,5.434196332,0.957085502,0.23943662,0.76056338,0,1,断板,10.26285714,10.56548699,1.516380204,-3.9,11.89,4.499534447,10.49554566,0.366666667,0.6,0.033333333,-1,SHSE.600155,2021/5/19 9:30,11,2021/5/20 11:28,11.49,4.391891523,1.49,2021/5/19
SHSE.600155,stock,2021/5/20,2021-05-20T16:00:00.000+0800,11.17,10.85,12.2,10.85,11.74,12.29,10.05,90436808,1049865792,5.1,2.832214117,11.61,12258098879,1,FALSE,FALSE,TRUE,断板,断板,断板,5天3板,11.356,10.88,10.97246143,4.964794549,-2.864816473,8.55,7.904411765,1.059678007,0.659259259,0.340740741,0,1,断板,10.59428571,10.71661524,0.957085502,-1.5,11.28,1.824759879,5.434196332,0.23943662,0.76056338,0,1,SHSE.600155,2021/5/20 9:30,10.85,2021/5/21 11:28,11.22,3.348110774,1.49,2021/5/20
SHSE.600759,stock,2021/5/20,2021-05-20T16:00:00.000+0800,2.26,2.19,2.47,2.19,2.38,2.49,2.03,205884144,478080768,5.31,4.462988853,2.32,3564140576,1,FALSE,FALSE,TRUE,断板,断板,断板,5天2板,2.244,2.235714286,2.237064793,5.217130094,-3.097345133,1.89,6.453674121,1.350765143,0.678571429,0.321428571,0,1,断板,2.187142857,2.189419724,1.36424049,-2.59,2.3,3.44990923,3.331156107,0.285714286,0.642857143,0.071428571,-1,SHSE.600759,2021/5/20 9:30,2.19,2021/5/21 11:28,2.33,6.328877592,1.49,2021/5/20
SZSE.000893,stock,2021/5/20,2021-05-20T16:00:00.000+0800,17.1,16.52,16.88,15.45,16.3,18.81,15.39,20060336,324480352,-4.68,2.043193817,16.18,3847516320,1,FALSE,FALSE,TRUE,断板,断板,断板,9天4板,16.034,15.84142857,15.63272257,4.699368588,-3.391812865,10.5,2.894760574,0.79119428,0.153846154,0.251748252,0.594405594,-1,炸板,15.49,15.41029676,1.138448787,4.52,16.81,4.993010326,10.39380245,0.427906977,0.418604651,0.153488372,1,SZSE.000893,2021/5/20 9:30,16.52,2021/5/21 11:28,16.38,-0.90693131,1.49,2021/5/20
SZSE.002426,stock,2021/5/20,2021-05-20T16:00:00.000+0800,2.88,2.77,2.99,2.77,2.88,3.17,2.59,186234912,535728160,0,5.273509979,2.88,7599123161,1,FALSE,FALSE,TRUE,断板,断板,断板,7天5板,2.886,2.895714286,2.804952886,0.93628641,-3.819444444,2.01,-0.542673902,0.58674376,0.5,0.5,0,1,断板,2.845714286,2.779937181,1.192418547,-3.03,3.01,3.822373262,1.204819277,0.387096774,0.548387097,0.064516129,-1,SZSE.002426,2021/5/20 9:30,2.77,2021/5/21 11:28,2.78,0.300812283,1.49,2021/5/20
SZSE.000829,stock,2021/5/21,2021-05-21T16:00:00.000+0800,9.19,8.89,8.98,8.52,8.74,10.11,8.27,84265112,737921408,-4.9,14.90475368,8.76,4910475298,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,8.648,8.262857143,8.333268084,5.055288146,-3.264417845,5.58,5.774550484,0.705300968,0.326086957,0.195652174,0.47826087,-1,炸板,7.952857143,8.197690779,1.189604911,7.23,8.98,7.055185143,15.55595473,0.627272727,0.218181818,0.154545455,1,SZSE.000829,2021/5/21 9:30,8.89,2021/5/24 11:28,8.47,-4.781557659,1.49,2021/5/21
SZSE.000966,stock,2021/5/21,2021-05-21T16:00:00.000+0800,11.33,11.01,12.46,10.68,12.38,12.46,10.2,276322528,3264117504,9.27,3.928524494,11.81,6834156445,1,FALSE,TRUE,FALSE,,炸板,4天1板,2天1板,10.662,10.27857143,10.713331,9.101024701,-2.824360106,7.31,20.4447533,1.356821226,0.769662921,0.04494382,0.185393258,1,炸板,9.888571429,10.15777467,1.648540774,5.49,11.1,5.84768416,14.57671193,0.085714286,0.335714286,0.578571429,1,SZSE.000966,2021/5/21 9:30,11.01,2021/5/24 11:28,12.08,9.652626465,1.49,2021/5/21
SHSE.600007,stock,2021/5/26,2021-05-26T16:00:00.000+0800,23.4,22.44,22.68,21.43,21.88,25.74,21.06,14872577,325210368,-6.5,1.807518125,21.87,4264899771,1,FALSE,FALSE,TRUE,断板,断板,断板,14天6板,23.212,23.15285714,22.6007583,6.617154724,-4.102564103,12.02,-5.497624483,0.925098642,0.448,0.192,0.36,-1,断板,23.06714286,22.84101107,1.230408779,-8.13,24.45,8.237856363,1.442992506,0.673960613,0.221006565,0.105032823,-1,SHSE.600007,2021/5/26 9:30,22.44,2021/5/27 11:28,21.71,-3.311150149,1.49,2021/5/26
SHSE.600744,stock,2021/5/26,2021-05-26T16:00:00.000+0800,9.24,8.87,10.02,8.65,9.55,10.16,8.32,344669856,3240546304,3.35,4.026995659,9.4,6012413316,1,FALSE,FALSE,TRUE,断板,断板,断板,4天4板,8.986,8.474285714,8.529877841,3.543490439,-4.004329004,4.61,12.69386379,1.066876993,0.496350365,0.343065693,0.160583942,1,断板,8,8.189837122,1.13990405,5.84,9.04,5.783848903,15.5,0.463414634,0.256097561,0.280487805,1,SHSE.600744,2021/5/26 9:30,8.87,2021/5/27 11:28,9.63,8.503086053,1.49,2021/5/26
SHSE.600327,stock,2021/5/27,2021-05-27T16:00:00.000+0800,7.21,6.99,7.38,6.49,7,7.93,6.49,89612544,614628096,-2.91,15.69179058,6.86,3263400056,1,FALSE,FALSE,TRUE,断板,断板,断板,5天5板,6.888,6.417142857,6.519036042,2.930219614,-3.051317614,3.96,9.082813891,1.420731903,0.011235955,0.426966292,0.561797753,1,断板,6.065714286,6.358714723,1.893061621,2.19,7.61,3.230513338,22.98634008,0.4,0.353846154,0.246153846,-1,SHSE.600327,2021/5/27 9:30,6.99,2021/5/28 11:28,7.34,4.94416768,1.49,2021/5/27
SHSE.600864,stock,2021/5/27,2021-05-27T16:00:00.000+0800,6.72,6.55,6.8,6.48,6.61,7.39,6.05,98901776,650936128,-1.64,10.13324261,6.58,5376203952,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,6.47,6.325714286,6.345590473,1.693696541,-2.529761905,5.12,4.494128275,0.881261302,0.1875,0.59375,0.21875,1,断板,6.205714286,6.257453964,1.485172268,0.15,7.01,2.381819938,8.287292818,0.878787879,0.015151515,0.106060606,-1,SHSE.600864,2021/5/27 9:30,6.55,2021/5/28 11:28,6.51,-0.670302726,1.49,2021/5/27
SZSE.002269,stock,2021/5/27,2021-05-27T16:00:00.000+0800,3.53,3.42,3.84,3.33,3.65,3.88,3.18,327543648,1175180416,3.4,4.488063335,3.59,4702235290,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,3.566,3.381428571,3.436186554,4.0055433,-3.116147309,2.42,7.942543304,1.056199142,0.450980392,0.37254902,0.176470588,1,断板,3.261428571,3.364915405,1.38611012,-9.25,3.76,9.289758816,8.2347788,0.685185185,0.277777778,0.037037037,-1,SZSE.002269,2021/5/27 9:30,3.42,2021/5/28 11:28,3.51,2.570018468,1.49,2021/5/27
SZSE.002269,stock,2021/5/28,2021-05-28T16:00:00.000+0800,3.65,3.54,3.62,3.43,3.46,4.02,3.29,219498848,770106688,-5.21,4.488063335,3.51,4457461398,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,3.614,3.46,3.442139915,5.145689131,-3.01369863,2.42,0,0.70548579,0.421052632,0.421052632,0.157894737,-1,断板,3.381428571,3.436186554,1.056199142,3.4,3.59,4.0055433,7.942543304,0.450980392,0.37254902,0.176470588,1,SZSE.002269,2021/5/28 9:30,3.54,2021/6/3 11:28,4.78,34.94725594,4.49,2021/5/28
SZSE.002717,stock,2021/5/28,2021-05-28T16:00:00.000+0800,3.54,3.45,3.54,3.38,3.39,3.89,3.19,76741680,262997088,-4.24,13.50589561,3.43,3449774636,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,3.55,3.388571429,3.396105383,4.34281481,-2.542372881,2.84,0.042158516,0.735074656,0.375,0.5625,0.0625,-1,断板,3.331428571,3.398140511,1.087445855,-5.85,3.61,5.71707454,6.260720412,0.875,0.041666667,0.083333333,-1,SZSE.002717,2021/5/28 9:30,3.45,2021/5/31 11:28,3.4,-1.508388063,1.49,2021/5/28
SHSE.600328,stock,2021/6/1,2021-06-01T16:00:00.000+0800,12.59,12.25,12.33,11.77,11.89,13.85,11.33,72310320,867992640,-5.56,3.11010313,12,4457298766,1,FALSE,FALSE,TRUE,断板,断板,断板,5天2板,11.626,11.26857143,11.35029531,5.610413188,-2.700555997,8.21,5.514705882,0.828601681,0.642857143,0.142857143,0.214285714,-1,炸板,10.88142857,11.17039374,1.064533934,6.07,12.52,6.348165271,15.70171984,0.547169811,0.443396226,0.009433962,1,SHSE.600328,2021/6/1 9:30,12.25,2021/6/2 11:28,11.76,-4.057582725,1.49,2021/6/1
SHSE.600713,stock,2021/6/1,2021-06-01T16:00:00.000+0800,5.99,5.7,6.13,5.68,5.79,6.59,5.39,99722872,586356096,-3.34,10.9332962,5.88,3263930028,1,FALSE,FALSE,TRUE,断板,断板,断板,3天2板,5.536,5.305714286,5.418860609,3.72521364,-4.841402337,4.28,9.127625202,1.168635937,0.2,0.755555556,0.044444444,1,炸板,5.138571429,5.295147478,2.316257497,7.35,6.03,7.51770429,16.56936336,0.060606061,0.454545455,0.484848485,1,SHSE.600713,2021/6/1 9:30,5.7,2021/6/2 11:28,5.48,-3.917316033,1.49,2021/6/1
SHSE.600844,stock,2021/6/1,2021-06-01T16:00:00.000+0800,5.36,5.19,5.9,5.15,5.53,5.9,4.82,105899656,586335936,3.17,6.9366889,5.54,3467056737,1,FALSE,TRUE,FALSE,,炸板,5天2板,2天2板,5.204,4.928571429,5.066869658,3.093275613,-3.171641791,3.86,12.20289855,1.534336553,0.453333333,0.493333333,0.053333333,1,断板,4.757142857,4.912492877,1.662268045,1.13,5.36,1.428215768,12.67267267,0.142857143,0.380952381,0.476190476,1,SHSE.600844,2021/6/1 9:30,5.19,2021/6/2 11:28,5.32,2.443332511,1.49,2021/6/1
SZSE.002581,stock,2021/6/1,2021-06-01T16:00:00.000+0800,23.94,23.17,23.65,22.08,23.38,26.33,21.55,65147800,1486397568,-2.34,2.887166977,22.82,7205104566,1,FALSE,FALSE,TRUE,断板,断板,断板,4天3板,23.082,22.00428571,22.31154478,2.343404725,-3.216374269,8.72,6.252028826,0.751092017,0.133757962,0.171974522,0.694267516,1,断板,21.19857143,21.95539304,1.144760867,-0.29,23.81,2.396113884,12.93213828,0.159722222,0.166666667,0.673611111,-1,SZSE.002581,2021/6/1 9:30,23.17,2021/6/2 11:28,24.02,3.606354434,1.49,2021/6/1
SZSE.003039,stock,2021/6/2,2021-06-02T16:00:00.000+0800,56.8,55.01,57.38,52.78,53.74,62.48,51.12,25847628,1408419072,-5.39,1,54.49,3331880000,1,FALSE,FALSE,TRUE,断板,断板,断板,4天4板,56.406,53.13571429,53.90136664,5.714234287,-3.151408451,39.35,1.13724963,0.750631651,0.276086957,0.515217391,0.208695652,-1,断板,51.57285714,53.95515552,1.143203541,-9.4,58.31,9.437071832,10.13545331,0.910355487,0.030911901,0.058732612,-1,SZSE.003039,2021/6/2 9:30,55.01,2021/6/3 11:28,52.82,-4.038688412,1.49,2021/6/2
SHSE.600238,stock,2021/6/3,2021-06-03T16:00:00.000+0800,19.79,19.21,21.77,19.21,21.77,21.77,17.81,65773260,1367258496,10.01,4.013294697,20.79,5826960138,1,TRUE,FALSE,FALSE,,涨停,6天4板,4天3板,20.508,19.35857143,19.52661278,10.00869517,-2.930773118,9.68,12.45664527,0.913903401,1,0,0,1,断板,18.43571429,18.77881704,1.494511797,-10,21.48,9.988230563,7.345989926,0.881868132,0.118131868,0,-1,SHSE.600238,2021/6/3 9:30,19.21,2021/6/4 11:28,23.31,21.2702665,1.49,2021/6/3
SHSE.600753,stock,2021/6/3,2021-06-03T16:00:00.000+0800,44.99,43.77,49.49,42.8,49.49,49.49,40.49,19424868,918953024,10,2.968937874,47.31,5278442558,1,TRUE,FALSE,FALSE,,涨停,5天2板,2天1板,42.498,40.04285714,41.35322071,9.91434909,-2.711713714,17.07,23.59257938,0.953371095,0.855007474,0,0.144992526,1,炸板,37.55857143,38.64096095,0.757167455,8.67,43.83,8.460021552,19.78623864,0.653558052,0.102996255,0.243445693,1,SHSE.600753,2021/6/3 9:30,43.77,2021/6/4 11:28,50.01,14.18780671,1.49,2021/6/3
SZSE.002570,stock,2021/6/3,2021-06-03T16:00:00.000+0800,6.13,5.97,6.58,5.94,6.32,6.74,5.52,157175712,981167296,3.1,2.578940153,6.24,4444519460,1,FALSE,FALSE,TRUE,断板,断板,断板,2天1板,6.126,5.885714286,5.964694319,3.515186775,-2.610114192,4.83,7.378640777,0.901235641,0.546875,0.40625,0.046875,1,断板,5.732857143,5.846259092,1.149878778,-7.26,6.31,7.442152536,6.927485672,0.679245283,0.245283019,0.075471698,-1,SZSE.002570,2021/6/3 9:30,5.97,2021/6/4 11:28,6.19,3.62289973,1.49,2021/6/3
SZSE.002900,stock,2021/6/3,2021-06-03T16:00:00.000+0800,30.3,29.22,31.09,28.82,29.74,33.33,27.27,25753376,772372672,-1.85,1.638189197,29.99,3351000597,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,30.354,28.83,28.87150048,1.925075398,-3.564356436,13.04,3.15643427,0.726589082,0.22907489,0.594713656,0.176211454,1,断板,27.98142857,28.58200063,0.906941275,-2.85,30.38,2.854135269,8.286108133,0.328621908,0.261484099,0.409893993,-1,SZSE.002900,2021/6/3 9:30,29.22,2021/6/4 11:28,30.96,5.891271633,1.49,2021/6/3
SHSE.600327,stock,2021/6/4,2021-06-04T16:00:00.000+0800,8.6,8.33,8.36,7.85,8.05,9.46,7.74,47139420,383786304,-6.4,15.69179058,8.14,3752910064,1,FALSE,FALSE,TRUE,断板,断板,断板,10天7板,8.436,8.098571429,7.993190253,6.351969214,-3.139534884,4.29,-0.599753043,0.644720794,0.549019608,0.058823529,0.392156863,-1,断板,8.014285714,7.97425367,0.888365791,5.13,8.34,5.54543791,7.308377897,0.659340659,0.208791209,0.131868132,1,SHSE.600327,2021/6/4 9:30,8.33,2021/6/7 11:28,7.99,-4.139166413,1.49,2021/6/4
SZSE.002269,stock,2021/6/4,2021-06-04T16:00:00.000+0800,4.74,4.55,4.61,4.27,4.27,5.21,4.27,257089248,1116628864,-9.92,4.488063335,4.34,5500971147,1,FALSE,FALSE,TRUE,断板,断板,断板,9天6板,4.324,4.104285714,4.164658203,9.659800045,-4.008438819,2.42,4.037591368,0.922015771,0.823529412,0.176470588,0,-1,炸板,3.998571429,4.12954427,1.706411228,2.82,4.81,3.673601582,18.54233655,0.06557377,0.540983607,0.393442623,1,SZSE.002269,2021/6/4 9:30,4.55,2021/6/7 9:30,4.04,-11.26204996,1,2021/6/4
SZSE.002570,stock,2021/6/4,2021-06-04T16:00:00.000+0800,6.32,6.15,6.25,6.01,6.11,6.95,5.69,92116880,566477824,-3.32,2.578940153,6.15,4296837643,1,FALSE,FALSE,TRUE,断板,断板,断板,2天1板,6.236,6.024285714,6.001020739,3.332033656,-2.689873418,4.83,1.422812426,0.544487997,0.166666667,0.416666667,0.416666667,-1,断板,5.885714286,5.964694319,0.901235641,3.1,6.24,3.515186775,7.378640777,0.546875,0.40625,0.046875,1,SZSE.002570,2021/6/4 9:30,6.15,2021/6/7 11:28,5.87,-4.610096646,1.49,2021/6/4
