参数组合,参数结果,综合得分
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 82, '调整正确率(%)': '53.70', '预计平均亏损改善(%)': '1.7361'}",409.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 78, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '1.8522'}",409.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 80, '调整正确率(%)': '54.62', '预计平均亏损改善(%)': '1.7367'}",409.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 84, '调整正确率(%)': '54.37', '预计平均亏损改善(%)': '1.5701'}",408.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 71, '调整正确率(%)': '56.51', '预计平均亏损改善(%)': '1.9953'}",408.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 63, '调整正确率(%)': '55.36', '预计平均亏损改善(%)': '2.4634'}",408.5
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 63, '调整正确率(%)': '56.67', '预计平均亏损改善(%)': '2.3616'}",408.3
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 64, '调整正确率(%)': '58.06', '预计平均亏损改善(%)': '2.2020'}",407.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 73, '调整正确率(%)': '58.67', '预计平均亏损改善(%)': '1.7182'}",407.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 68, '调整正确率(%)': '55.87', '预计平均亏损改善(%)': '2.1675'}",407.8
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 78, '调整正确率(%)': '57.35', '预计平均亏损改善(%)': '1.5810'}",407.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 67, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '2.3134'}",407.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 67, '调整正确率(%)': '55.51', '预计平均亏损改善(%)': '2.2164'}",406.8
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 69, '调整正确率(%)': '61.32', '预计平均亏损改善(%)': '1.6800'}",406.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 70, '调整正确率(%)': '59.91', '预计平均亏损改善(%)': '1.7312'}",406.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 76, '调整正确率(%)': '56.98', '预计平均亏损改善(%)': '1.6645'}",406.1
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 56, '调整正确率(%)': '60.00', '预计平均亏损改善(%)': '2.4176'}",405.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 81, '调整正确率(%)': '54.52', '预计平均亏损改善(%)': '1.6102'}",405.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 68, '调整正确率(%)': '60.09', '预计平均亏损改善(%)': '1.7959'}",405.5
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 62, '调整正确率(%)': '57.97', '预计平均亏损改善(%)': '2.2324'}",404.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 66, '调整正确率(%)': '54.86', '预计平均亏损改善(%)': '2.2614'}",404.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 71, '调整正确率(%)': '52.15', '预计平均亏损改善(%)': '2.2275'}",404.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 59, '调整正确率(%)': '59.28', '预计平均亏损改善(%)': '2.2823'}",404.6
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 77, '调整正确率(%)': '56.29', '预计平均亏损改善(%)': '1.6235'}",404.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 81, '调整正确率(%)': '53.82', '预计平均亏损改善(%)': '1.6190'}",403.6
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 56, '调整正确率(%)': '59.36', '预计平均亏损改善(%)': '2.4022'}",403.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 66, '调整正确率(%)': '56.13', '预计平均亏损改善(%)': '2.1301'}",403.3
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 79, '调整正确率(%)': '53.64', '预计平均亏损改善(%)': '1.7051'}",402.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 80, '调整正确率(%)': '54.68', '预计平均亏损改善(%)': '1.5687'}",402.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 69, '调整正确率(%)': '57.60', '预计平均亏损改善(%)': '1.8490'}",402.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 68, '调整正确率(%)': '54.15', '预计平均亏损改善(%)': '2.1495'}",402.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 80, '调整正确率(%)': '53.87', '预计平均亏损改善(%)': '1.6168'}",401.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 54, '调整正确率(%)': '61.54', '预计平均亏损改善(%)': '2.3098'}",401.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 59, '调整正确率(%)': '56.92', '预计平均亏损改善(%)': '2.3773'}",401.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 46, '调整正确率(%)': '64.23', '预计平均亏损改善(%)': '2.5535'}",401.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 63, '调整正确率(%)': '57.26', '预计平均亏损改善(%)': '2.1359'}",401.0
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 76, '调整正确率(%)': '54.81', '预计平均亏损改善(%)': '1.6750'}",399.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 71, '调整正确率(%)': '54.91', '预计平均亏损改善(%)': '1.8971'}",399.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 59, '调整正确率(%)': '59.39', '预计平均亏损改善(%)': '2.1489'}",399.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 67, '调整正确率(%)': '53.77', '预计平均亏损改善(%)': '2.1628'}",399.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 77, '调整正确率(%)': '54.85', '预计平均亏损改善(%)': '1.6115'}",399.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 78, '调整正确率(%)': '54.35', '预计平均亏损改善(%)': '1.6041'}",399.3
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 52, '调整正确率(%)': '59.09', '预计平均亏损改善(%)': '2.5245'}",399.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 66, '调整正确率(%)': '54.75', '预计平均亏损改善(%)': '2.1286'}",399.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 74, '调整正确率(%)': '56.29', '预计平均亏损改善(%)': '1.6213'}",398.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 58, '调整正确率(%)': '55.12', '预计平均亏损改善(%)': '2.4583'}",397.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 52, '调整正确率(%)': '60.37', '预计平均亏损改善(%)': '2.3987'}",397.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 64, '调整正确率(%)': '60.38', '预计平均亏损改善(%)': '1.7772'}",397.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 56, '调整正确率(%)': '67.32', '预计平均亏损改善(%)': '1.6832'}",397.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 63, '调整正确率(%)': '54.89', '预计平均亏损改善(%)': '2.2110'}",397.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 73, '调整正确率(%)': '53.90', '预计平均亏损改善(%)': '1.8104'}",397.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 55, '调整正确率(%)': '60.22', '预计平均亏损改善(%)': '2.2276'}",396.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 53, '调整正确率(%)': '59.90', '预计平均亏损改善(%)': '2.3543'}",396.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 77, '调整正确率(%)': '53.37', '预计平均亏损改善(%)': '1.6550'}",396.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 70, '调整正确率(%)': '57.20', '预计平均亏损改善(%)': '1.6851'}",396.3
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 68, '调整正确率(%)': '58.82', '预计平均亏损改善(%)': '1.6587'}",396.3
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 66, '调整正确率(%)': '57.89', '预计平均亏损改善(%)': '1.8212'}",396.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 66, '调整正确率(%)': '58.54', '预计平均亏损改善(%)': '1.7675'}",395.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 76, '调整正确率(%)': '54.68', '预计平均亏损改善(%)': '1.5795'}",395.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 56, '调整正确率(%)': '62.83', '预计平均亏损改善(%)': '1.9632'}",395.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 73, '调整正确率(%)': '56.34', '预计平均亏损改善(%)': '1.5867'}",395.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 65, '调整正确率(%)': '59.09', '预计平均亏损改善(%)': '1.7670'}",395.5
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 62, '调整正确率(%)': '54.91', '预计平均亏损改善(%)': '2.2120'}",395.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 52, '调整正确率(%)': '58.93', '预计平均亏损改善(%)': '2.4261'}",394.8
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 61, '调整正确率(%)': '52.34', '预计平均亏损改善(%)': '2.4184'}",394.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 66, '调整正确率(%)': '60.00', '预计平均亏损改善(%)': '1.6013'}",393.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 62, '调整正确率(%)': '61.06', '预计平均亏损改善(%)': '1.7002'}",392.6
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '68.48', '预计平均亏损改善(%)': '2.1657'}",392.5
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 50, '调整正确率(%)': '61.76', '预计平均亏损改善(%)': '2.2548'}",391.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 67, '调整正确率(%)': '54.80', '预计平均亏损改善(%)': '1.8806'}",391.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 69, '调整正确率(%)': '57.25', '预计平均亏损改善(%)': '1.5928'}",390.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 55, '调整正确率(%)': '54.17', '预计平均亏损改善(%)': '2.4972'}",390.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 62, '调整正确率(%)': '54.48', '预计平均亏损改善(%)': '2.1259'}",390.5
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 43, '调整正确率(%)': '62.42', '预计平均亏损改善(%)': '2.5654'}",390.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 68, '调整正确率(%)': '55.02', '预计平均亏损改善(%)': '1.7838'}",390.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 73, '调整正确率(%)': '54.14', '预计平均亏损改善(%)': '1.6080'}",389.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 72, '调整正确率(%)': '55.05', '预计平均亏损改善(%)': '1.5786'}",389.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 49, '调整正确率(%)': '61.68', '预计平均亏损改善(%)': '2.2605'}",389.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 71, '调整正确率(%)': '56.51', '预计平均亏损改善(%)': '1.4965'}",388.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 62, '调整正确率(%)': '53.67', '预计平均亏损改善(%)': '2.1347'}",388.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 58, '调整正确率(%)': '61.72', '预计平均亏损改善(%)': '1.7525'}",388.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 46, '调整正确率(%)': '62.94', '预计平均亏损改善(%)': '2.3180'}",388.3
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 60, '调整正确率(%)': '55.09', '预计平均亏损改善(%)': '2.1044'}",387.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 53, '调整正确率(%)': '62.43', '预计平均亏损改善(%)': '1.9451'}",387.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 57, '调整正确率(%)': '56.32', '预计平均亏损改善(%)': '2.1620'}",387.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 55, '调整正确率(%)': '58.10', '预计平均亏损改善(%)': '2.1335'}",387.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 68, '调整正确率(%)': '55.87', '预计平均亏损改善(%)': '1.6256'}",386.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 46, '调整正确率(%)': '61.49', '预计平均亏损改善(%)': '2.3645'}",386.2
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 64, '调整正确率(%)': '58.06', '预计平均亏损改善(%)': '1.6515'}",385.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 57, '调整正确率(%)': '55.26', '预计平均亏损改善(%)': '2.1950'}",385.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 58, '调整正确率(%)': '59.47', '预计平均亏损改善(%)': '1.8373'}",385.3
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 50, '调整正确率(%)': '59.01', '预计平均亏损改善(%)': '2.2761'}",384.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 67, '调整正确率(%)': '55.51', '预计平均亏损改善(%)': '1.6623'}",384.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 63, '调整正确率(%)': '56.67', '预计平均亏损改善(%)': '1.7712'}",384.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 67, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '1.7351'}",384.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 62, '调整正确率(%)': '52.55', '预计平均亏损改善(%)': '2.1119'}",384.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 63, '调整正确率(%)': '55.36', '预计平均亏损改善(%)': '1.8475'}",383.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 55, '调整正确率(%)': '56.18', '预计平均亏损改善(%)': '2.1897'}",383.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 54, '调整正确率(%)': '52.94', '预计平均亏损改善(%)': '2.4618'}",383.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 61, '调整正确率(%)': '52.21', '预计平均亏损改善(%)': '2.1547'}",383.1
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 36, '调整正确率(%)': '64.89', '预计平均亏损改善(%)': '2.6435'}",382.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 62, '调整正确率(%)': '57.97', '预计平均亏损改善(%)': '1.6743'}",382.6
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 71, '调整正确率(%)': '52.15', '预计平均亏损改善(%)': '1.6706'}",382.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 55, '调整正确率(%)': '55.00', '预计平均亏损改善(%)': '2.2315'}",382.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '62.33', '预计平均亏损改善(%)': '2.3199'}",382.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 66, '调整正确率(%)': '54.86', '预计平均亏损改善(%)': '1.6960'}",382.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 48, '调整正确率(%)': '58.94', '预计平均亏损改善(%)': '2.3222'}",382.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 53, '调整正确率(%)': '57.77', '预计平均亏损改善(%)': '2.1333'}",382.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 66, '调整正确率(%)': '56.13', '预计平均亏损改善(%)': '1.5976'}",382.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 59, '调整正确率(%)': '59.28', '预计平均亏损改善(%)': '1.7117'}",381.8
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 56, '调整正确率(%)': '60.00', '预计平均亏损改善(%)': '1.8132'}",381.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 48, '调整正确率(%)': '59.51', '预计平均亏损改善(%)': '2.2586'}",381.1
